,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20
Person_906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,
Person_907,1.0,,1.0,0.0,1.0,,0.0,1.0,,,0.0,,,0.0,0.0,0.0,1.0,1.0,,
Person_908,,1.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0
Person_909,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,1.0,1.0,,0.0,1.0,0.0,0.0,,,
Person_910,,0.0,0.0,,0.0,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
Person_911,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,,,,1.0
Person_912,1.0,1.0,1.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,,1.0,,1.0
Person_913,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,1.0,,,,1.0,1.0,,1.0,,
Person_914,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,
Person_915,,1.0,0.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,0.0,1.0,,,,1.0,0.0
Person_916,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,0.0,1.0,1.0,,,1.0,
Person_917,1.0,,0.0,1.0,,1.0,0.0,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0
Person_918,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,1.0,1.0
Person_919,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,
Person_920,0.0,,0.0,,,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Person_921,0.0,1.0,,,,,,,1.0,,0.0,1.0,,,,,,1.0,,1.0
Person_922,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0
Person_923,,,,,0.0,0.0,,0.0,,0.0,,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,
Person_924,0.0,,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Person_925,0.0,0.0,,,1.0,1.0,,0.0,0.0,,,1.0,,,1.0,0.0,1.0,0.0,1.0,1.0
Person_926,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,1.0,0.0,,0.0,1.0,,,1.0
Person_927,1.0,,,1.0,1.0,1.0,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,,,1.0,0.0
Person_928,,1.0,1.0,1.0,1.0,,0.0,0.0,,,1.0,,0.0,,,1.0,,1.0,,1.0
Person_929,,0.0,1.0,,,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0
Person_930,,,,1.0,1.0,1.0,,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,,1.0
Person_931,,0.0,1.0,1.0,,1.0,0.0,,,,,0.0,,0.0,1.0,1.0,1.0,,1.0,0.0
Person_932,,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,1.0,0.0
Person_933,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,1.0
Person_934,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,
Person_935,0.0,1.0,,1.0,1.0,1.0,,,,,,1.0,0.0,0.0,0.0,1.0,,,,1.0
Person_936,0.0,,1.0,0.0,,1.0,,0.0,0.0,,,1.0,1.0,0.0,1.0,,,1.0,,1.0
Person_937,,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0
Person_938,1.0,0.0,,0.0,,1.0,0.0,,,1.0,0.0,,0.0,1.0,1.0,,0.0,0.0,,0.0
Person_939,,,,1.0,0.0,,1.0,,,1.0,1.0,0.0,,,1.0,,,1.0,1.0,1.0
Person_940,0.0,,,1.0,,1.0,,0.0,1.0,,,1.0,,,,,,,,1.0
Person_941,,0.0,0.0,0.0,1.0,,,0.0,,,1.0,0.0,1.0,0.0,1.0,,,0.0,,
Person_942,0.0,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0
Person_943,0.0,1.0,1.0,,1.0,,1.0,0.0,1.0,,,1.0,,0.0,1.0,,,,1.0,
Person_944,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,1.0
Person_945,,1.0,1.0,,,,0.0,,,,,1.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0
Person_946,,,1.0,,0.0,0.0,1.0,,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Person_947,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,0.0,,1.0,1.0,
Person_948,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0
Person_949,1.0,1.0,,0.0,,,0.0,1.0,,,,1.0,,0.0,1.0,,1.0,0.0,1.0,1.0
Person_950,,,,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0
Person_951,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,
Person_952,0.0,,1.0,,,1.0,0.0,,,,,0.0,1.0,,,,,1.0,,1.0
Person_953,1.0,0.0,1.0,,1.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,
Person_954,0.0,,1.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,0.0
Person_955,,,1.0,,0.0,1.0,,0.0,0.0,,,0.0,0.0,1.0,,,1.0,,0.0,
Person_956,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,
Person_957,0.0,0.0,,1.0,0.0,1.0,,0.0,,,,1.0,,0.0,0.0,0.0,0.0,,0.0,
Person_958,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0
Person_959,0.0,0.0,,0.0,,1.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,,1.0
Person_960,0.0,1.0,0.0,0.0,,1.0,1.0,,,,1.0,1.0,0.0,,,,0.0,1.0,1.0,
Person_961,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,
Person_962,1.0,1.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,,,0.0,1.0,,1.0,
Person_963,0.0,0.0,,,,,0.0,0.0,,0.0,,1.0,,,1.0,,,0.0,0.0,0.0
Person_964,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,1.0,0.0,,,1.0,,1.0,1.0,1.0
Person_965,0.0,1.0,1.0,0.0,,1.0,,,1.0,,,1.0,,0.0,1.0,0.0,,1.0,,1.0
Person_966,,0.0,,0.0,,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Person_967,,0.0,0.0,,,1.0,0.0,,0.0,,,,1.0,,1.0,0.0,,,1.0,0.0
Person_968,,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,
Person_969,0.0,,0.0,1.0,,,1.0,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0
Person_970,0.0,0.0,0.0,,,0.0,,0.0,,1.0,,1.0,,,1.0,,,1.0,,
Person_971,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,1.0,0.0,0.0,1.0,,
Person_972,,0.0,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,
Person_973,,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,,0.0,,,,1.0,1.0,,,,0.0
Person_974,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,,0.0,,1.0,1.0,1.0
Person_975,0.0,0.0,0.0,,1.0,1.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Person_976,,1.0,0.0,,1.0,0.0,,,0.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0
Person_977,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0,
Person_978,0.0,0.0,0.0,,1.0,0.0,,1.0,,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,1.0
Person_979,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Person_980,0.0,1.0,,1.0,1.0,1.0,,,0.0,1.0,1.0,,0.0,0.0,,,,0.0,,1.0
Person_981,,0.0,1.0,1.0,,1.0,,1.0,,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,,
Person_982,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,1.0,,0.0,
Person_983,0.0,,1.0,0.0,1.0,,0.0,0.0,,1.0,0.0,,1.0,0.0,1.0,0.0,,,,0.0
Person_984,,1.0,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0
Person_985,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,
Person_986,1.0,,1.0,,1.0,1.0,0.0,,0.0,1.0,0.0,1.0,,1.0,,,,,0.0,
Person_987,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0
Person_988,,0.0,1.0,1.0,,1.0,,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0
Person_989,,,0.0,0.0,,1.0,1.0,,,,1.0,,0.0,0.0,0.0,0.0,,1.0,,
Person_990,0.0,,0.0,0.0,0.0,1.0,1.0,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0
Person_991,1.0,,,1.0,,1.0,0.0,1.0,,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0
Person_992,1.0,1.0,0.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
Person_993,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,
Person_994,,,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
Person_995,0.0,,,0.0,1.0,0.0,,,0.0,,0.0,,0.0,,1.0,,0.0,,1.0,1.0
Person_996,,,1.0,1.0,,,1.0,0.0,1.0,1.0,,,,0.0,,0.0,,,1.0,0.0
Person_997,0.0,,1.0,1.0,1.0,,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,,
Person_998,0.0,,,0.0,1.0,1.0,,0.0,,,,1.0,0.0,,0.0,0.0,,0.0,1.0,0.0
Person_999,1.0,1.0,,1.0,,,0.0,,0.0,1.0,,0.0,,0.0,,,0.0,1.0,,
Person_1000,1.0,,1.0,,,,,0.0,1.0,,,,0.0,1.0,,1.0,1.0,1.0,1.0,
